source_id,source_type,target_id,target_type,platform
E10054,user,okta:grp-AllStaff,group,okta
E10054,user,ad:GG-Data-RW,group,ad
E10054,user,aws:grp-DataEng,group,aws
E10055,user,ad:GG-Employees-Base,group,ad
E10055,user,okta:grp-AllStaff,group,okta
E10055,user,ad:GG-Data-RW,group,ad
E10055,user,aws:grp-DataEng,group,aws
E10056,user,ad:GG-Employees-Base,group,ad
E10056,user,okta:grp-AllStaff,group,okta
E10056,user,ad:GG-Finance-RW,group,ad
E10056,user,aws:grp-Developers,group,aws
E10057,user,ad:GG-Employees-Base,group,ad
E10057,user,okta:grp-AllStaff,group,okta
E10057,user,aws:grp-Developers,group,aws
E10058,user,ad:GG-Employees-Base,group,ad
E10058,user,okta:grp-AllStaff,group,okta
E10058,user,ad:GG-HR-RW,group,ad
E10059,user,ad:GG-Employees-Base,group,ad
E10059,user,okta:grp-AllStaff,group,okta
E10059,user,ad:GG-Finance-RW,group,ad
E10059,user,aws:grp-Developers,group,aws
E10060,user,ad:GG-Employees-Base,group,ad
E10060,user,okta:grp-AllStaff,group,okta
E10060,user,aws:grp-Developers,group,aws
E10061,user,ad:GG-Employees-Base,group,ad
E10061,user,okta:grp-AllStaff,group,okta
E10061,user,ad:GG-Data-RW,group,ad
E10062,user,ad:GG-Employees-Base,group,ad
E10062,user,okta:grp-AllStaff,group,okta
E10062,user,ad:GG-Legal-RW,group,ad
E10063,user,ad:GG-Employees-Base,group,ad
E10063,user,okta:grp-AllStaff,group,okta
E10063,user,ad:GG-Finance-RW,group,ad
E10063,user,aws:grp-Developers,group,aws
E10064,user,ad:GG-Employees-Base,group,ad
E10064,user,okta:grp-AllStaff,group,okta
E10064,user,ad:GG-Legal-RW,group,ad
E10064,user,aws:grp-Developers,group,aws
E10065,user,ad:GG-Employees-Base,group,ad
E10065,user,okta:grp-AllStaff,group,okta
E10065,user,ad:GG-Finance-RW,group,ad
E10065,user,aws:grp-Developers,group,aws
E10066,user,ad:GG-Employees-Base,group,ad
E10066,user,okta:grp-AllStaff,group,okta
E10066,user,ad:GG-Data-RW,group,ad
E10067,user,ad:GG-Employees-Base,group,ad
E10067,user,okta:grp-AllStaff,group,okta
E10067,user,ad:GG-Legal-RW,group,ad
E10067,user,aws:grp-Developers,group,aws
E10068,user,ad:GG-Employees-Base,group,ad
E10068,user,okta:grp-AllStaff,group,okta
E10068,user,aws:grp-Developers,group,aws
E10069,user,ad:GG-Employees-Base,group,ad
E10069,user,okta:grp-AllStaff,group,okta
E10069,user,ad:GG-Finance-RW,group,ad
E10069,user,aws:grp-Developers,group,aws
E10070,user,ad:GG-Employees-Base,group,ad
E10070,user,okta:grp-AllStaff,group,okta
E10070,user,ad:GG-Legal-RW,group,ad
E10070,user,aws:grp-Developers,group,aws
E10071,user,ad:GG-Employees-Base,group,ad
E10071,user,okta:grp-AllStaff,group,okta
E10071,user,ad:GG-HR-RW,group,ad
E10071,user,aws:grp-Developers,group,aws
E10072,user,ad:GG-Employees-Base,group,ad
E10072,user,okta:grp-AllStaff,group,okta
E10072,user,aws:grp-Developers,group,aws
E10073,user,ad:GG-Employees-Base,group,ad
E10073,user,okta:grp-AllStaff,group,okta
E10073,user,aws:grp-Developers,group,aws
E10074,user,ad:GG-Employees-Base,group,ad
E10074,user,okta:grp-AllStaff,group,okta
E10075,user,ad:GG-Employees-Base,group,ad
E10075,user,okta:grp-AllStaff,group,okta
E10075,user,ad:GG-Legal-RW,group,ad
E10075,user,aws:grp-Developers,group,aws
E10076,user,ad:GG-Employees-Base,group,ad
E10076,user,okta:grp-AllStaff,group,okta
E10076,user,ad:GG-Data-RW,group,ad
E10076,user,aws:grp-DataEng,group,aws
E10077,user,ad:GG-Employees-Base,group,ad
E10077,user,okta:grp-AllStaff,group,okta
E10077,user,ad:GG-HR-RW,group,ad
E10077,user,aws:grp-Developers,group,aws
E10078,user,ad:GG-Employees-Base,group,ad
E10078,user,okta:grp-AllStaff,group,okta
E10078,user,aws:grp-Developers,group,aws
E10079,user,ad:GG-Employees-Base,group,ad
E10079,user,okta:grp-AllStaff,group,okta
E10079,user,aws:grp-Developers,group,aws
E10080,user,ad:GG-Employees-Base,group,ad
E10080,user,okta:grp-AllStaff,group,okta
E10080,user,aws:grp-Developers,group,aws
E10081,user,ad:GG-Employees-Base,group,ad
E10081,user,okta:grp-AllStaff,group,okta
E10081,user,ad:GG-Data-RW,group,ad
E10082,user,ad:GG-Employees-Base,group,ad
E10082,user,okta:grp-AllStaff,group,okta
E10082,user,aws:grp-Developers,group,aws
E10083,user,ad:GG-Employees-Base,group,ad
E10083,user,okta:grp-AllStaff,group,okta
E10083,user,aws:grp-Developers,group,aws
E10084,user,ad:GG-Employees-Base,group,ad
E10084,user,okta:grp-AllStaff,group,okta
E10084,user,ad:GG-Finance-RW,group,ad
E10084,user,aws:grp-Developers,group,aws
E10085,user,ad:GG-Employees-Base,group,ad
E10085,user,okta:grp-AllStaff,group,okta
E10085,user,ad:GG-Finance-RW,group,ad
E10085,user,aws:grp-Developers,group,aws
E10086,user,ad:GG-Employees-Base,group,ad
E10086,user,okta:grp-AllStaff,group,okta
E10087,user,ad:GG-Employees-Base,group,ad
E10087,user,okta:grp-AllStaff,group,okta
E10087,user,ad:GG-Sales-RW,group,ad
E10087,user,aws:grp-Developers,group,aws
E10088,user,ad:GG-Employees-Base,group,ad
E10088,user,okta:grp-AllStaff,group,okta
E10088,user,ad:GG-Finance-RW,group,ad
E10089,user,ad:GG-Employees-Base,group,ad
E10089,user,okta:grp-AllStaff,group,okta
E10089,user,aws:grp-Developers,group,aws
E10090,user,ad:GG-Employees-Base,group,ad
E10090,user,okta:grp-AllStaff,group,okta
E10090,user,aws:grp-Developers,group,aws
E10091,user,ad:GG-Employees-Base,group,ad
E10091,user,okta:grp-AllStaff,group,okta
E10091,user,ad:GG-HR-RW,group,ad
E10091,user,aws:grp-Developers,group,aws
E10092,user,ad:GG-Employees-Base,group,ad
E10092,user,okta:grp-AllStaff,group,okta
E10092,user,aws:grp-Developers,group,aws
E10093,user,ad:GG-Employees-Base,group,ad
E10093,user,okta:grp-AllStaff,group,okta
E10093,user,ad:GG-Sales-RW,group,ad
E10093,user,aws:grp-Developers,group,aws
E10094,user,ad:GG-Employees-Base,group,ad
E10094,user,okta:grp-AllStaff,group,okta
E10094,user,ad:GG-HR-RW,group,ad
E10094,user,aws:grp-Developers,group,aws
E10095,user,ad:GG-Employees-Base,group,ad
E10095,user,okta:grp-AllStaff,group,okta
E10095,user,ad:GG-Sales-RW,group,ad
E10095,user,aws:grp-Developers,group,aws
E10096,user,ad:GG-Employees-Base,group,ad
E10096,user,okta:grp-AllStaff,group,okta
E10096,user,ad:GG-Data-RW,group,ad
E10096,user,aws:grp-DataEng,group,aws
E10097,user,ad:GG-Employees-Base,group,ad
E10097,user,okta:grp-AllStaff,group,okta
E10097,user,ad:GG-Finance-RW,group,ad
E10097,user,aws:grp-Developers,group,aws
E10098,user,ad:GG-Employees-Base,group,ad
E10098,user,okta:grp-AllStaff,group,okta
E10098,user,aws:grp-Developers,group,aws
E10099,user,ad:GG-Employees-Base,group,ad
E10099,user,okta:grp-AllStaff,group,okta
E10099,user,ad:GG-HR-RW,group,ad
E10100,user,ad:GG-Employees-Base,group,ad
E10100,user,okta:grp-AllStaff,group,okta
E10100,user,ad:GG-Finance-RW,group,ad
E10101,user,ad:GG-Employees-Base,group,ad
E10101,user,okta:grp-AllStaff,group,okta
E10101,user,ad:GG-Legal-RW,group,ad
E10101,user,aws:grp-Developers,group,aws
E10102,user,ad:GG-Employees-Base,group,ad
E10102,user,okta:grp-AllStaff,group,okta
E10102,user,ad:GG-Finance-RW,group,ad
E10102,user,aws:grp-Developers,group,aws
E10103,user,ad:GG-Employees-Base,group,ad
E10103,user,okta:grp-AllStaff,group,okta
E10103,user,ad:GG-HR-RW,group,ad
E10104,user,ad:GG-Employees-Base,group,ad
E10104,user,okta:grp-AllStaff,group,okta
E10104,user,ad:GG-Legal-RW,group,ad
E10104,user,aws:grp-Developers,group,aws
E10105,user,ad:GG-Employees-Base,group,ad
E10105,user,okta:grp-AllStaff,group,okta
E10105,user,ad:GG-HR-RW,group,ad
E10105,user,aws:grp-Developers,group,aws
E10106,user,ad:GG-Employees-Base,group,ad
E10106,user,okta:grp-AllStaff,group,okta
E10106,user,ad:GG-Sales-RW,group,ad
E10107,user,ad:GG-Employees-Base,group,ad
E10107,user,okta:grp-AllStaff,group,okta
E10107,user,ad:GG-Legal-RW,group,ad
E10107,user,aws:grp-Developers,group,aws
E10108,user,ad:GG-Employees-Base,group,ad
E10108,user,okta:grp-AllStaff,group,okta
E10108,user,ad:GG-Sales-RW,group,ad
E10108,user,aws:grp-Developers,group,aws
E10109,user,ad:GG-Employees-Base,group,ad
E10109,user,okta:grp-AllStaff,group,okta
E10109,user,aws:grp-Developers,group,aws
E10110,user,ad:GG-Employees-Base,group,ad
E10110,user,okta:grp-AllStaff,group,okta
E10110,user,aws:grp-Developers,group,aws
E10111,user,ad:GG-Employees-Base,group,ad
E10111,user,okta:grp-AllStaff,group,okta
E10111,user,ad:GG-HR-RW,group,ad
E10111,user,aws:grp-Developers,group,aws
E10112,user,ad:GG-Employees-Base,group,ad
E10112,user,okta:grp-AllStaff,group,okta
E10112,user,ad:GG-HR-RW,group,ad
E10112,user,aws:grp-Developers,group,aws
E10113,user,ad:GG-Employees-Base,group,ad
E10113,user,okta:grp-AllStaff,group,okta
E10113,user,ad:GG-HR-RW,group,ad
E10113,user,aws:grp-Developers,group,aws
E10114,user,ad:GG-Employees-Base,group,ad
E10114,user,okta:grp-AllStaff,group,okta
E10114,user,aws:grp-Developers,group,aws
E10115,user,ad:GG-Employees-Base,group,ad
E10115,user,okta:grp-AllStaff,group,okta
E10115,user,ad:GG-HR-RW,group,ad
E10115,user,aws:grp-Developers,group,aws
E10116,user,ad:GG-Employees-Base,group,ad
E10116,user,okta:grp-AllStaff,group,okta
E10116,user,ad:GG-Finance-RW,group,ad
E10117,user,ad:GG-Employees-Base,group,ad
E10117,user,okta:grp-AllStaff,group,okta
E10118,user,ad:GG-Employees-Base,group,ad
E10118,user,okta:grp-AllStaff,group,okta
E10118,user,ad:GG-HR-RW,group,ad
E10118,user,aws:grp-Developers,group,aws
E10119,user,ad:GG-Employees-Base,group,ad
E10119,user,okta:grp-AllStaff,group,okta
E10120,user,ad:GG-Employees-Base,group,ad
E10120,user,okta:grp-AllStaff,group,okta
E10121,user,ad:GG-Employees-Base,group,ad
E10121,user,okta:grp-AllStaff,group,okta
E10121,user,ad:GG-Finance-RW,group,ad
E10121,user,aws:grp-Developers,group,aws
E10122,user,ad:GG-Employees-Base,group,ad
E10122,user,okta:grp-AllStaff,group,okta
E10122,user,ad:GG-Finance-RW,group,ad
E10122,user,aws:grp-Developers,group,aws
E10123,user,ad:GG-Employees-Base,group,ad
E10123,user,okta:grp-AllStaff,group,okta
E10123,user,ad:GG-Legal-RW,group,ad
E10124,user,ad:GG-Employees-Base,group,ad
E10124,user,okta:grp-AllStaff,group,okta
E10124,user,ad:GG-Finance-RW,group,ad
E10125,user,ad:GG-Employees-Base,group,ad
E10125,user,okta:grp-AllStaff,group,okta
E10125,user,ad:GG-Sales-RW,group,ad
E10125,user,aws:grp-Developers,group,aws
E10126,user,ad:GG-Employees-Base,group,ad
E10126,user,okta:grp-AllStaff,group,okta
E10126,user,ad:GG-Legal-RW,group,ad
E10126,user,aws:grp-Developers,group,aws
E10127,user,ad:GG-Employees-Base,group,ad
E10127,user,okta:grp-AllStaff,group,okta
E10127,user,ad:GG-Legal-RW,group,ad
E10127,user,aws:grp-Developers,group,aws
E10128,user,ad:GG-Employees-Base,group,ad
E10128,user,okta:grp-AllStaff,group,okta
E10128,user,aws:grp-Developers,group,aws
E10129,user,ad:GG-Employees-Base,group,ad
E10129,user,okta:grp-AllStaff,group,okta
E10129,user,ad:GG-HR-RW,group,ad
E10130,user,ad:GG-Employees-Base,group,ad
E10130,user,okta:grp-AllStaff,group,okta
E10130,user,ad:GG-HR-RW,group,ad
E10131,user,ad:GG-Employees-Base,group,ad
E10131,user,okta:grp-AllStaff,group,okta
E10132,user,ad:GG-Employees-Base,group,ad
E10132,user,okta:grp-AllStaff,group,okta
E10132,user,ad:GG-Data-RW,group,ad
E10132,user,aws:grp-DataEng,group,aws
E10133,user,ad:GG-Employees-Base,group,ad
E10133,user,okta:grp-AllStaff,group,okta
E10134,user,ad:GG-Employees-Base,group,ad
E10134,user,okta:grp-AllStaff,group,okta
E10134,user,ad:GG-Data-RW,group,ad
E10134,user,aws:grp-DataEng,group,aws
E10135,user,ad:GG-Employees-Base,group,ad
E10135,user,okta:grp-AllStaff,group,okta
E10135,user,ad:GG-Data-RW,group,ad
E10135,user,aws:grp-DataEng,group,aws
E10136,user,ad:GG-Employees-Base,group,ad
E10136,user,okta:grp-AllStaff,group,okta
E10136,user,ad:GG-Sales-RW,group,ad
E10136,user,aws:grp-Developers,group,aws
E10137,user,ad:GG-Employees-Base,group,ad
E10137,user,okta:grp-AllStaff,group,okta
E10137,user,aws:grp-Developers,group,aws
E10138,user,ad:GG-Employees-Base,group,ad
E10138,user,okta:grp-AllStaff,group,okta
E10138,user,ad:GG-Legal-RW,group,ad
E10138,user,aws:grp-Developers,group,aws
E10139,user,ad:GG-Employees-Base,group,ad
E10139,user,okta:grp-AllStaff,group,okta
E10139,user,ad:GG-Data-RW,group,ad
E10139,user,aws:grp-DataEng,group,aws
E10140,user,ad:GG-Employees-Base,group,ad
E10140,user,okta:grp-AllStaff,group,okta
E10140,user,ad:GG-Legal-RW,group,ad
E10140,user,aws:grp-Developers,group,aws
E10141,user,ad:GG-Employees-Base,group,ad
E10141,user,okta:grp-AllStaff,group,okta
E10142,user,ad:GG-Employees-Base,group,ad
E10142,user,okta:grp-AllStaff,group,okta
E10143,user,ad:GG-Employees-Base,group,ad
E10143,user,okta:grp-AllStaff,group,okta
E10143,user,aws:grp-Developers,group,aws
E10144,user,ad:GG-Employees-Base,group,ad
E10144,user,okta:grp-AllStaff,group,okta
E10144,user,ad:GG-Data-RW,group,ad
E10145,user,ad:GG-Employees-Base,group,ad
E10145,user,okta:grp-AllStaff,group,okta
E10145,user,ad:GG-Sales-RW,group,ad
E10145,user,aws:grp-Developers,group,aws
E10146,user,ad:GG-Employees-Base,group,ad
E10146,user,okta:grp-AllStaff,group,okta
E10146,user,ad:GG-HR-RW,group,ad
E10146,user,aws:grp-Developers,group,aws
E10147,user,ad:GG-Employees-Base,group,ad
E10147,user,okta:grp-AllStaff,group,okta
E10148,user,ad:GG-Employees-Base,group,ad
E10148,user,okta:grp-AllStaff,group,okta
E10148,user,aws:grp-Developers,group,aws
E10149,user,ad:GG-Employees-Base,group,ad
E10149,user,okta:grp-AllStaff,group,okta
E10149,user,aws:grp-Developers,group,aws
E10150,user,ad:GG-Employees-Base,group,ad
E10150,user,okta:grp-AllStaff,group,okta
E10151,user,ad:GG-Employees-Base,group,ad
E10151,user,okta:grp-AllStaff,group,okta
E10151,user,ad:GG-Finance-RW,group,ad
E10152,user,ad:GG-Employees-Base,group,ad
E10152,user,okta:grp-AllStaff,group,okta
E10152,user,ad:GG-HR-RW,group,ad
E10153,user,ad:GG-Employees-Base,group,ad
E10153,user,okta:grp-AllStaff,group,okta
E10153,user,aws:grp-Developers,group,aws
E10154,user,ad:GG-Employees-Base,group,ad
E10154,user,okta:grp-AllStaff,group,okta
E10154,user,ad:GG-Sales-RW,group,ad
E10155,user,ad:GG-Employees-Base,group,ad
E10155,user,okta:grp-AllStaff,group,okta
E10155,user,ad:GG-Sales-RW,group,ad
E10155,user,aws:grp-Developers,group,aws
E10156,user,ad:GG-Employees-Base,group,ad
E10156,user,okta:grp-AllStaff,group,okta
E10156,user,ad:GG-Sales-RW,group,ad
E10156,user,aws:grp-Developers,group,aws
E10157,user,ad:GG-Employees-Base,group,ad
E10157,user,okta:grp-AllStaff,group,okta
E10157,user,ad:GG-Legal-RW,group,ad
E10157,user,aws:grp-Developers,group,aws
E10158,user,ad:GG-Employees-Base,group,ad
E10158,user,okta:grp-AllStaff,group,okta
E10158,user,ad:GG-Finance-RW,group,ad
E10158,user,aws:grp-Developers,group,aws
E10159,user,ad:GG-Employees-Base,group,ad
E10159,user,okta:grp-AllStaff,group,okta
E10159,user,aws:grp-Developers,group,aws
E10160,user,ad:GG-Employees-Base,group,ad
E10160,user,okta:grp-AllStaff,group,okta
E10160,user,ad:GG-Data-RW,group,ad
E10161,user,ad:GG-Employees-Base,group,ad
E10161,user,okta:grp-AllStaff,group,okta
E10161,user,ad:GG-Sales-RW,group,ad
E10161,user,aws:grp-Developers,group,aws
E10162,user,ad:GG-Employees-Base,group,ad
E10162,user,okta:grp-AllStaff,group,okta
E10162,user,ad:GG-Sales-RW,group,ad
E10163,user,ad:GG-Employees-Base,group,ad
E10163,user,okta:grp-AllStaff,group,okta
E10163,user,ad:GG-Sales-RW,group,ad
E10164,user,ad:GG-Employees-Base,group,ad
E10164,user,okta:grp-AllStaff,group,okta
E10164,user,ad:GG-Sales-RW,group,ad
E10164,user,aws:grp-Developers,group,aws
E10165,user,ad:GG-Employees-Base,group,ad
E10165,user,okta:grp-AllStaff,group,okta
E10165,user,ad:GG-Finance-RW,group,ad
E10165,user,aws:grp-Developers,group,aws
E10166,user,ad:GG-Employees-Base,group,ad
E10166,user,okta:grp-AllStaff,group,okta
E10166,user,aws:grp-Developers,group,aws
E10167,user,ad:GG-Employees-Base,group,ad
E10167,user,okta:grp-AllStaff,group,okta
E10167,user,ad:GG-Sales-RW,group,ad
E10168,user,ad:GG-Employees-Base,group,ad
E10168,user,okta:grp-AllStaff,group,okta
E10168,user,ad:GG-Finance-RW,group,ad
E10168,user,aws:grp-Developers,group,aws
E10169,user,ad:GG-Employees-Base,group,ad
E10169,user,okta:grp-AllStaff,group,okta
E10169,user,aws:grp-Developers,group,aws
E10170,user,ad:GG-Employees-Base,group,ad
E10170,user,okta:grp-AllStaff,group,okta
E10170,user,aws:grp-Developers,group,aws
E10171,user,ad:GG-Employees-Base,group,ad
E10171,user,okta:grp-AllStaff,group,okta
E10172,user,ad:GG-Employees-Base,group,ad
E10172,user,okta:grp-AllStaff,group,okta
E10172,user,ad:GG-Sales-RW,group,ad
E10172,user,aws:grp-Developers,group,aws
E10173,user,ad:GG-Employees-Base,group,ad
E10173,user,okta:grp-AllStaff,group,okta
E10173,user,ad:GG-Data-RW,group,ad
E10174,user,ad:GG-Employees-Base,group,ad
E10174,user,okta:grp-AllStaff,group,okta
E10174,user,aws:grp-Developers,group,aws
E10175,user,ad:GG-Employees-Base,group,ad
E10175,user,okta:grp-AllStaff,group,okta
E10175,user,ad:GG-Sales-RW,group,ad
E10176,user,ad:GG-Employees-Base,group,ad
E10176,user,okta:grp-AllStaff,group,okta
E10177,user,ad:GG-Employees-Base,group,ad
E10177,user,okta:grp-AllStaff,group,okta
E10177,user,aws:grp-Developers,group,aws
E10178,user,ad:GG-Employees-Base,group,ad
E10178,user,okta:grp-AllStaff,group,okta
E10178,user,ad:GG-Legal-RW,group,ad
E10178,user,aws:grp-Developers,group,aws
E10179,user,ad:GG-Employees-Base,group,ad
E10179,user,okta:grp-AllStaff,group,okta
E10179,user,ad:GG-Finance-RW,group,ad
E10179,user,aws:grp-Developers,group,aws
E10180,user,ad:GG-Employees-Base,group,ad
E10180,user,okta:grp-AllStaff,group,okta
E10180,user,ad:GG-Finance-RW,group,ad
E10180,user,aws:grp-Developers,group,aws
E10181,user,ad:GG-Employees-Base,group,ad
E10181,user,okta:grp-AllStaff,group,okta
E10181,user,aws:grp-Developers,group,aws
E10182,user,ad:GG-Employees-Base,group,ad
E10182,user,okta:grp-AllStaff,group,okta
E10182,user,ad:GG-Sales-RW,group,ad
E10183,user,ad:GG-Employees-Base,group,ad
E10183,user,okta:grp-AllStaff,group,okta
E10183,user,aws:grp-Developers,group,aws
E10184,user,ad:GG-Employees-Base,group,ad
E10184,user,okta:grp-AllStaff,group,okta
E10184,user,ad:GG-Finance-RW,group,ad
E10185,user,ad:GG-Employees-Base,group,ad
E10185,user,okta:grp-AllStaff,group,okta
E10185,user,aws:grp-Developers,group,aws
E10186,user,ad:GG-Employees-Base,group,ad
E10186,user,okta:grp-AllStaff,group,okta
E10186,user,aws:grp-Developers,group,aws
E10187,user,ad:GG-Employees-Base,group,ad
E10187,user,okta:grp-AllStaff,group,okta
E10187,user,ad:GG-Data-RW,group,ad
E10187,user,aws:grp-DataEng,group,aws
E10188,user,ad:GG-Employees-Base,group,ad
E10188,user,okta:grp-AllStaff,group,okta
E10188,user,ad:GG-Finance-RW,group,ad
E10188,user,aws:grp-Developers,group,aws
E10189,user,ad:GG-Employees-Base,group,ad
E10189,user,okta:grp-AllStaff,group,okta
E10189,user,ad:GG-Data-RW,group,ad
E10189,user,aws:grp-DataEng,group,aws
E10190,user,ad:GG-Employees-Base,group,ad
E10190,user,okta:grp-AllStaff,group,okta
E10190,user,ad:GG-Legal-RW,group,ad
E10190,user,aws:grp-Developers,group,aws
E10191,user,ad:GG-Employees-Base,group,ad
E10191,user,okta:grp-AllStaff,group,okta
E10191,user,ad:GG-Finance-RW,group,ad
E10191,user,aws:grp-Developers,group,aws
E10192,user,ad:GG-Employees-Base,group,ad
E10192,user,okta:grp-AllStaff,group,okta
E10193,user,ad:GG-Employees-Base,group,ad
E10193,user,okta:grp-AllStaff,group,okta
E10193,user,ad:GG-HR-RW,group,ad
E10193,user,aws:grp-Developers,group,aws
E10194,user,ad:GG-Employees-Base,group,ad
E10194,user,okta:grp-AllStaff,group,okta
E10194,user,ad:GG-Sales-RW,group,ad
E10195,user,ad:GG-Employees-Base,group,ad
E10195,user,okta:grp-AllStaff,group,okta
E10195,user,ad:GG-Data-RW,group,ad
E10195,user,aws:grp-DataEng,group,aws
E10196,user,ad:GG-Employees-Base,group,ad
E10196,user,okta:grp-AllStaff,group,okta
E10196,user,aws:grp-Developers,group,aws
E10197,user,ad:GG-Employees-Base,group,ad
E10197,user,okta:grp-AllStaff,group,okta
E10197,user,ad:GG-Finance-RW,group,ad
E10197,user,aws:grp-Developers,group,aws
E10198,user,ad:GG-Employees-Base,group,ad
E10198,user,okta:grp-AllStaff,group,okta
E10198,user,aws:grp-Developers,group,aws
